First Commit Pull Request,Related to a good-first-issue?,Developer Experience?,Link to PR,Bug Fix (0/1),Enhancing an Existing Feature (0/1),New Feature (0/1),Documentation(0/1),Testing (0/1),Refactoring (0/1),Other Information
Merge installer : rebase,0,Experienced,https://github.com/howardjohn/istio/pull/16,0,0,1,0,0,0,
Fix potential fd leak,0,Experienced,https://github.com/istio/istio/pull/13310,1,0,0,0,0,0,
Merge operator into installer,0,Experienced,https://github.com/howardjohn/istio/pull/18,0,0,0,0,0,1,Organizational.
add pull secret to istio-security-post-install-account,0,Experienced,https://github.com/istio/istio/pull/14816,0,1,0,0,0,0,
Fix metrics proxy port,0,Experienced,https://github.com/istio/istio/pull/15807,1,0,0,0,0,0,
Update grafana-dashboard for syncing with istio/istio install k8s (#326),0,Experienced,https://github.com/istio/istio/commit/b45de18499220e85e067cc8a71155e2af79cf170,0,0,0,0,0,1,
test(mixer): add adapter bypass unit test,0,Experienced,https://github.com/istio/istio/pull/16427,0,0,0,0,1,0,
cert-manager: bump to v0.8.1 to avoid impending LetsEncrypt blacklist,0,Experienced,https://github.com/istio/istio/pull/17737,0,0,0,0,0,1,Organizational.
mixer: remove explicit flush in Opencensus tracing adapter ,0,Experienced,https://github.com/istio/istio/pull/18074,0,0,0,0,0,1,
Fix quoting for custom env variables in gateway deployment helm template,0,Medior,https://github.com/istio/istio/pull/20984,1,0,0,0,0,1,
"Clarify that there is no attribute named ""inert""",0,Experienced,https://github.com/whatwg/html/pull/22,0,1,0,0,0,0,
List all editors' emails in acknowledgements ,0,Experienced,https://github.com/whatwg/html/commit/4fa12c98538878ac73007aec5194448961de91ba,0,0,0,1,0,0,Organizational.
"Fix typo ""ul, element""",1,Experienced,https://github.com/whatwg/html/pull/146,0,0,0,1,0,0,
Specify That clearTimeout/clearInterval are interchangeable #179,0,Medior,https://github.com/whatwg/html/pull/282,0,1,0,0,0,0,
Fixes #265: Change whitelist/blacklist to safelist/blocklist,1,Experienced,https://github.com/whatwg/html/commit/cb3316db45e369ba31d97c5ee2dcd9c353a3cb5d,0,0,0,1,0,0,
Replace 2dcontext's currentTransform with get/setTransform ,0,Experienced,https://github.com/whatwg/html/commit/bb00977fe0f4960f929bb9fa136be2003383d551,0,0,0,0,0,1,
Add ImageBitmapOptions to ImageBitmap's spec,0,Experienced,https://github.com/whatwg/html/pull/741,0,1,0,0,0,0,
"Tweak #616: Disallow ""icon pingback"" in body and rewrap",0,Experienced,https://github.com/whatwg/html/pull/777,0,0,0,0,0,1,
Update focus fixup rule one,0,Experienced,https://github.com/whatwg/html/pull/732,0,0,0,0,0,1,
Remove top-level ForceType text/html #507,0,Experienced,https://github.com/whatwg/html/pull/1761,0,0,0,0,0,1,
"Restore <xmp> to the ""special"" elements list.",0,Experienced,https://github.com/whatwg/html/pull/1919,0,1,0,0,0,0,
Clean up innerText recursion,0,Experienced,https://github.com/whatwg/html/pull/2831,0,0,0,0,0,1,
Fix 3081: Expose MessagePort in AudioWorklet,0,Experienced,https://github.com/whatwg/html/pull/3082,0,1,0,0,0,0,
Typo fix: optons -> options,0,Experienced,https://github.com/whatwg/html/pull/3155,0,0,0,1,0,0,
"Editorial: Fix #3206, change ""has"" to ""have""",1,Novice,https://github.com/whatwg/html/pull/3216,0,0,0,1,0,0,
Replace 'abort these steps' with 'return' ,1,Medior,https://github.com/whatwg/html/pull/3303,0,0,0,0,0,1,
Amend bad link to the child text content change steps,0,Medior,https://github.com/whatwg/html/pull/3422,0,0,0,0,0,1,
Export the definition of CORS-same-origin,0,Experienced,https://github.com/whatwg/html/pull/3605,0,0,0,0,0,1,
Editorial: Fix indentation of opening line of interface DataTransfer.,0,Experienced,https://github.com/whatwg/html/pull/3616,0,0,0,0,0,1,
Annotate OffscreenCanvas attributes with [EnforceRange] ,1,Experienced,https://github.com/whatwg/html/pull/3541,0,1,0,0,0,0,
Add modifications to HTML from LongTasks Spec,0,Medior,https://github.com/whatwg/html/pull/4059,0,1,1,0,0,0,
Decode Serbo-Croatian example text,1,Experienced,https://github.com/whatwg/html/pull/4139,0,1,0,0,0,0,
Editorial: sentence-case “Escapable raw text elements” ,0,Experienced,https://github.com/whatwg/html/pull/3896,0,0,0,0,0,1,
Add missing semicolon,0,Experienced,https://github.com/whatwg/html/pull/4543,1,0,0,0,0,0,
Adds CloseEvent in the `close` event's interface column. ,1,Experienced,https://github.com/whatwg/html/pull/4569,0,1,0,0,0,0,
Make 12.2.5.24 consistent with other states where tag tokens are created,0,Experienced,https://github.com/whatwg/html/pull/4648,0,0,0,0,0,1,
Editorial: export 'active sandboxing flag set',0,Experienced,https://github.com/whatwg/html/pull/4680,0,0,0,1,0,0,
Add SecureContext limitation for [un]registerProtocolHandler API,0,Experienced,https://github.com/whatwg/html/pull/5080,0,1,0,0,0,0,
Specify that script escapes should be case insensitive,0,Experienced,https://github.com/whatwg/html/pull/5111,0,1,0,0,0,0,
Spec the prefixed CSS Animation/Transition event handlers ,0,Experienced,https://github.com/whatwg/html/pull/5188,0,0,1,0,0,0,
fixed typo,0,Experienced,https://github.com/gogs/gogs/pull/90,0,0,0,1,0,0,
Install: Set the default host string based on database type ,0,Experienced,https://github.com/gogs/gogs/pull/143,0,1,0,0,0,1,
"add supervisor support and script, easy to use",0,Medior,https://github.com/gogs/gogs/pull/175,0,1,0,0,0,1,Organizational
Enable package building on EL6,0,Experienced,https://github.com/gogs/gogs/pull/612,0,0,0,0,0,1,Organizational
Use the avatar.HashEmail function instead of hashing email directly.,0,Medior,https://github.com/gogs/gogs/pull/708,0,1,0,0,0,1,
spellcheck,0,Medior,https://github.com/gogs/gogs/pull/780,0,0,0,1,0,0,
"Get username, name, surname and e-mail from LDAP server",0,Novice,https://github.com/gogs/gogs/pull/915,1,1,0,0,0,0,
"Fix ""Plus"" icon size in dashboard",0,Novice,https://github.com/gogs/gogs/pull/1159,1,0,0,0,0,0,
Fix typo,0,Medior,https://github.com/gogs/gogs/pull/1223,0,0,0,1,0,0,
Change input field to type=password for the authentication templates.,0,Novice,https://github.com/gogs/gogs/pull/1504,0,1,0,0,0,0,
Simplify disable Gravatar preference wording,0,Experienced,https://github.com/gogs/gogs/pull/1799,0,0,0,0,0,1,
Try to make the SQL queries cleaner and more secure,0,Experienced,https://github.com/gogs/gogs/pull/2893,1,0,0,0,0,1,
Fixes security issue #3110,0,Novice,https://github.com/gogs/gogs/pull/3136,1,1,0,0,0,0,
Private forks should not be deletable by upstream,0,Medior,https://github.com/gogs/gogs/pull/3232,1,0,0,0,0,0,
#3450: fix grammar + typo.,0,Medior,https://github.com/gogs/gogs/pull/3453,1,0,0,1,0,0,
Check if file is a symlink with web editor,0,Experienced,https://github.com/gogs/gogs/pull/3687,0,0,0,1,0,1,
"New locale ""galician""",0,Experienced,https://github.com/gogs/gogs/pull/3917,0,0,0,1,0,0,
Fix wrong anchors for non-latin headings,0,Novice,https://github.com/gogs/gogs/pull/3981,1,0,0,0,0,0,
Update README.md,0,Novice,https://github.com/gogs/gogs/pull/4238,1,0,0,1,0,0,
Fix heading in README.md,0,Experienced,https://github.com/gogs/gogs/pull/4353,1,0,0,1,0,0,
Allow setting UID and GID when running a docker container,0,Medior,https://github.com/gogs/gogs/pull/4776,0,1,0,0,0,0,
Fix file commit history pagination,0,Experienced,https://github.com/gogs/gogs/pull/4965,1,0,0,0,0,0,
Added gitignore for PhpStorm and WebStorm,0,Medior,https://github.com/gogs/gogs/pull/4974,0,0,0,0,0,1,Organizational
Fixes code editor responsiveness,0,Medior,https://github.com/gogs/gogs/pull/5169,1,0,0,0,0,0,
Remove app flags line,0,Experienced,https://github.com/gogs/gogs/pull/5388,0,0,0,0,0,1,
Hide dashboard org creation when not allowed,0,Experienced,https://github.com/gogs/gogs/pull/5393,0,1,0,0,0,0,
Implement issue title and content prefilling,0,Experienced,https://github.com/gogs/gogs/pull/5521,0,1,0,0,0,0,
Idiomatic English,0,Medior,https://github.com/gogs/gogs/pull/5678,0,0,0,1,0,0,
Update TRANSLATORS,0,Experienced,https://github.com/gogs/gogs/pull/5774,0,0,0,1,0,0,
templates/mail: modify the year at the footer,0,Novice,https://github.com/gogs/gogs/pull/5793,0,1,0,0,0,1,
Initial import for EFL abstraction to create an app window ,0,Experienced,https://github.com/fyne-io/fyne/commit/9255e2c912a195b576f31e934b36cad49303e0e9,0,0,1,0,0,1,Organizational.
Prevent text entry from going out of bounds when backspacing text,0,Experienced,https://github.com/fyne-io/fyne/pull/15,1,0,0,0,0,0,
New loop,0,Experienced,https://github.com/fyne-io/fyne/pull/19,0,1,0,0,0,1,
add widget entry password support,0,Experienced,https://github.com/fyne-io/fyne/pull/37,0,1,0,0,0,0,
Adds dependencies to the README.md,0,Experienced,https://github.com/fyne-io/fyne/pull/52,0,0,0,1,0,0,
Fix demo build example in README,0,Experienced,https://github.com/fyne-io/fyne/pull/66,0,0,0,1,0,0,
Create target as executable.,0,Medior,https://github.com/fyne-io/fyne/pull/71,0,0,0,0,0,1,
Bring the dependencies into the prerequisites,0,Experienced,https://github.com/fyne-io/fyne/pull/76,0,0,0,1,0,0,
Change OpenURL to use a URL and return error,0,Experienced,https://github.com/fyne-io/fyne/pull/104,0,0,0,0,0,1,
Add function to change the checked state,0,Experienced,https://github.com/fyne-io/fyne/pull/113,0,0,1,0,0,0,
Reduce godoc stutter,0,Experienced,https://github.com/fyne-io/fyne/pull/118,1,0,0,0,0,0,
Made a sentence more clear in ReadMe,0,Novice,https://github.com/fyne-io/fyne/pull/167,0,0,0,1,0,0,
Fix errors in README.md,0,Novice,https://github.com/fyne-io/fyne/pull/173,0,0,0,1,0,0,
Unfocus the currently focused object when another object is clicked,1,Experienced,https://github.com/fyne-io/fyne/pull/177,1,0,0,0,0,0,
Rewrite if-else-if-else to switch statements,0,Experienced,https://github.com/fyne-io/fyne/pull/184,0,0,0,0,0,1,
Bugfix/scroll container,0,Experienced,https://github.com/fyne-io/fyne/pull/260,1,0,0,0,0,0,
Scroller's bar can now be dragged to scroll content,0,Experienced,https://github.com/fyne-io/fyne/pull/269,0,1,0,0,0,0,
Always execute certain event callbacks serially,0,Experienced,https://github.com/fyne-io/fyne/pull/335,0,0,0,0,0,1,
typo fix,0,Medior,https://github.com/fyne-io/fyne/pull/363,0,0,0,1,0,0,
widget/entry/: added right-click-paste feature,0,Medior,https://github.com/fyne-io/fyne/pull/388,0,0,1,0,0,0,
fix paste popup position to equal cursor position,0,Experienced,https://github.com/fyne-io/fyne/pull/397,1,0,0,0,0,0,
Added Slider Widget ,0,Medior,https://github.com/fyne-io/fyne/pull/392,0,0,1,0,0,0,
Update information.go ,0,Novice,https://github.com/fyne-io/fyne/pull/450,0,0,0,1,0,0,
Update mobile readme,0,Experienced,https://github.com/fyne-io/fyne/pull/494,0,0,0,1,0,0,
Optimize png images and svg images - WIP,0,Experienced,https://github.com/fyne-io/fyne/pull/529,0,0,0,0,0,1,
Added some dynamics to tabcontainer,0,Experienced,https://github.com/fyne-io/fyne/commit/b27ad4be814246e30362483d9f2ee774851f15fc,0,1,0,0,0,0,
Fix packaging failure on windows,0,Experienced,https://github.com/fyne-io/fyne/commit/f8e2b48639beb1bf4b28af4b08d39f27a5f7396b,1,0,0,0,0,0,
Fix grammar in CONTRIBUTING.md,0,Experienced,https://github.com/fyne-io/fyne/pull/705,0,0,0,1,0,0,
Only trigger DoubleTapped if the tap before occured on the same canva…,0,Experienced,https://github.com/fyne-io/fyne/commit/99b37a9ad083670ace1a711322c49f672203e11f,1,0,0,0,0,1,
Fix link list ,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/1,1,0,0,0,0,0,
Fix typos,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/2,0,0,0,1,0,0,
update open issues link in contribution md,0,Medior,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/3,0,0,0,1,0,0,
Delete .DS_Store,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/4,0,0,0,0,0,1,Organizational.
Fix typos and grammar,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/6,0,0,0,1,0,0,
Add calibre,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/8,0,1,0,0,0,0,
"Changed css example ""concatenation""",0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/22,0,0,0,0,0,1,
Update README.md,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/29,0,0,0,1,0,0,
simplify readme,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/27,0,0,0,1,0,0,
Add ???? French translation,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/33,0,0,1,0,0,0,
fix(typo): connexion => network connection,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/53,1,0,0,0,0,0,
"Finish explaining why rel=""preconnect"" is important ",0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/54,0,1,0,0,0,0,
Add SVG optimization link,0,Medior,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/56,0,0,0,1,0,0,
Add treo.sh,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/64,0,0,0,1,0,0,
Update wording for iframes section,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/66,0,0,0,1,0,0,
Updated Performance tools,0,Novice,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/67,0,0,0,1,0,0,
Adding angular performance checklist,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/69,0,0,0,1,0,0,
Add Checkbot guide and browser extension,0,Medior,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/72,0,0,0,1,0,0,
Added Yellowlabs,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/73,0,0,0,1,0,0,
Adds Project Wallace to CSS analysis tools,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/77,0,0,0,1,0,0,
Removed varvy performance tool duplicate,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/78,1,0,0,0,0,0,
Fix a couple typos,0,Novice,https://github.com/MakelaM/Front-End-Performance-Checklist/pull/1,0,0,0,1,0,0,"From a fork of the repository, approved into main."
Update Vietnamese version,0,Medior,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/83,0,0,1,0,0,0,
Add DebugBear,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/85,0,0,0,1,0,0,
Add section for pre-load ressources,1,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/87,0,0,0,1,0,0,
Add reference to ImageEngine Demo test,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/88,0,0,0,1,0,0,
Add packtracker.io to Tools section,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/89,0,0,0,1,0,0,
docs: fix typo,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/90,1,0,0,1,0,0,
Add link to js-dependency-viewer tool ,0,Medior,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/92,0,0,0,1,0,0,
Update README.md,0,Experienced,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/93,0,0,0,1,0,0,
Fix typos and spacings,0,Novice,https://github.com/thedaviddias/Front-End-Checklist/pull/2,1,0,0,0,0,0,
Corrected the comment for x-ua-compatible. ,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/4,1,0,0,0,0,0,
Add alternative favicon generator,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/6,0,0,0,1,0,0,
Type fix: disfunction --> dysfunction,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/13,1,0,0,0,0,0,
Fix Misspellings of 'repercussions' and 'dysfunction',0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/16,1,0,0,0,0,0,
Fixed typos with Weight Page section,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/19,1,0,0,0,0,0,
added useful links for sitemaps,0,Medior,https://github.com/thedaviddias/Front-End-Checklist/pull/44,0,0,0,1,0,0,
Fix link from Table of Contents to Performance,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/52,1,0,0,0,0,0,
"Fix some typos, grammar and formatting issues",0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/55,1,0,0,0,0,0,
Remove pipe from MDN page links,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/60,1,0,0,0,0,0,
Add a Gitter chat badge to README.md,0,BOT,https://github.com/thedaviddias/Front-End-Checklist/pull/64,0,0,0,1,0,0,
Update README.md to not assume gender,0,Medior,https://github.com/thedaviddias/Front-End-Checklist/pull/73,0,0,0,1,0,0,
Add bullets to all resources,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/87,0,0,0,0,0,1,
Added reference to schema.org,0,Medior,https://github.com/thedaviddias/Front-End-Checklist/pull/89,0,0,0,1,0,0,
amended image width and height suggestion,0,Medior,https://github.com/thedaviddias/Front-End-Checklist/pull/96,0,0,0,1,0,0,
fix(images): fix typo,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/101,1,0,0,0,0,0,
Made critical CSS section more independent,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/102,0,0,0,0,0,1,
Adding Facebook image sharing height and width.,0,Medior,https://github.com/thedaviddias/Front-End-Checklist/pull/109,0,1,0,0,0,0,
feat: codeguide added to CSS note,0,Medior,https://github.com/thedaviddias/Front-End-Checklist/pull/112,0,0,0,1,0,0,
Fixed Minor typo #110 in Title Description,0,Medior,https://github.com/thedaviddias/Front-End-Checklist/pull/121,1,0,0,0,0,0,
Added useful link,0,Novice,https://github.com/thedaviddias/Front-End-Checklist/pull/122,0,0,0,1,0,0,
Fix charset grammar,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/129,1,0,0,0,0,0,
Activating Open Collective,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/141,0,0,0,1,0,0,
use svg,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/147,0,0,0,0,0,1,
Update README.md,0,Novice,https://github.com/thedaviddias/Front-End-Checklist/pull/148,0,0,1,0,0,0,
delete duplicate 'Sitemap HTML' in SEO and correct sum other small errors,0,Novice,https://github.com/thedaviddias/Front-End-Checklist/pull/195,1,0,0,0,0,1,
Moved translations section to the top,0,Medior,https://github.com/thedaviddias/Front-End-Checklist/pull/198,0,0,0,0,0,1,
Additions to image optimization section,0,Medior,https://github.com/thedaviddias/Front-End-Checklist/pull/200,0,0,0,1,0,0,
add purgecss,0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/214,0,0,0,1,0,0,
"Remove ""role"" items from accessibility section",0,Experienced,https://github.com/thedaviddias/Front-End-Checklist/pull/217,0,0,0,0,0,1,
First step at getting rid of anonymous blocks and continuations.,0,Experienced,https://github.com/flutter/flutter/commit/85817b24a05bbef07e7dbee30740fab7e6226126,1,0,0,0,0,1,
"In EditableText, wrap the placeholder text in a Row so it will expand…",0,Experienced,https://github.com/flutter/flutter/commit/80b2c1732af07952caaa438c4fc580e38ffcaa0b,0,1,0,0,1,0,
Surface elevation shadow colour on Material,0,Experienced,https://github.com/flutter/flutter/pull/12881,0,1,0,0,0,0,
Allow Flutter tool to be vendored as a submodule,0,Experienced,https://github.com/flutter/flutter/pull/14157,0,0,1,0,0,0,
Fix misspelling in tab description,0,Experienced,https://github.com/flutter/flutter/pull/15449,1,0,0,0,0,0,
Fix segmented control golden tests,0,Medior,https://github.com/flutter/flutter/pull/18695,0,0,0,0,1,0,
Add some options to format subcommand,0,Experienced,https://github.com/flutter/flutter/pull/18360,0,1,0,0,0,0,
Fix ThemeData's cursorColor doesn't work.,0,Experienced,https://github.com/flutter/flutter/pull/21142,1,0,0,0,0,0,
Implement Double Tap Handling in TextField and Editable,0,Medior,https://github.com/flutter/flutter/pull/21264,0,0,1,0,0,0,
Finalize editing when hitting the enter key on a single line TextField,0,Medior,https://github.com/flutter/flutter/pull/23015,0,1,0,0,0,0,
Update README.md,0,Experienced,https://github.com/flutter/flutter/pull/23760,0,0,0,1,0,0,
Fix project directory has spaces lead to compile error,0,Novice,https://github.com/flutter/flutter/pull/23817,1,0,0,0,0,0,
CupertinoTextField: added ability to change placeholder color,0,Experienced,https://github.com/flutter/flutter/pull/28001,0,1,0,0,0,0,
Added opacity to cupertino switch when disabled,0,Novice,https://github.com/flutter/flutter/pull/29451,0,1,0,0,0,0,
remove unnecessary artificial delay in catalog example,0,Experienced,https://github.com/flutter/flutter/pull/31822,1,0,0,0,0,1,
Fix text selection toolbar appearing under obstructions,0,Medior,https://github.com/flutter/flutter/pull/29809,1,0,0,0,0,0,
Fixed LicensePage to close page before loaded the License causes an error,0,Experienced,https://github.com/flutter/flutter/pull/34907,1,0,0,0,0,0,
use common emulator/device list,0,Experienced,https://github.com/flutter/flutter/pull/38296,0,0,0,0,1,0,
PlatformView: recreate surface if the controller changes,0,Medior,https://github.com/flutter/flutter/pull/40280,0,1,0,0,0,1,
Add `smallestScreenSize` to `android:configChanges` in the Android manifest template,0,Experienced,https://github.com/flutter/flutter/pull/43245,0,1,0,0,0,0,
Fix chip ripple bug — No longer two ripples,0,Medior,https://github.com/flutter/flutter/pull/42779,1,0,0,0,0,0,
[Chip] Make sure InkResponse is in the foreground on delete for chips with background color,0,Medior,https://github.com/flutter/flutter/pull/41463,1,0,0,0,0,0,
Typo on comments,0,Novice,https://github.com/flutter/flutter/pull/44076,0,0,0,1,0,0,
Update create.dart,0,Medior,https://github.com/flutter/flutter/pull/43764,0,0,0,0,0,1,
Add textScaleFactor to SelectableText,0,Experienced,https://github.com/flutter/flutter/pull/44682,0,1,0,0,0,0,
Change video_demo slightly so it works on web.,0,Experienced,https://github.com/flutter/flutter/pull/46719,0,0,0,0,0,1,
Flexible padding (header height) for expanded panels,0,Experienced,https://github.com/flutter/flutter/pull/47951,0,1,0,0,0,0,
Fix comment typo,0,Experienced,https://github.com/flutter/flutter/pull/49129,0,0,0,1,0,0,
"Revert ""Do not rebuild Routes when a new opaque Route is pushed on top""",0,Experienced,https://github.com/flutter/flutter/pull/49366,0,0,0,0,0,1,Revert of earlier contribution.
Update cupertino_icons dependency version in pubspec.yaml template,0,Experienced,https://github.com/flutter/flutter/pull/50479,0,0,0,0,0,1,Organizational.
Added MongoKit pattern and fixed typo in sqlalchemy pattern ,0,Experienced,https://github.com/pallets/flask/commit/824c10c6e4d9c2235d41a2276a0158b1456c3b06,0,0,0,1,0,0,
Add unittests for the endpoint decorator ,0,Experienced,https://github.com/pallets/flask/commit/8a73097fe528430eb77ac26c81ba85229a8af553,0,0,0,0,1,0,
silent option added to 'from_pyfile' to mirror 'from_envvar'. ,0,Experienced,https://github.com/pallets/flask/commit/5cc40f4728d5b5356cf49b7dfaa2b130e0b0aedf,0,1,0,0,0,0,
jQuery Documentation Update,0,Medior,https://github.com/pallets/flask/pull/249,0,0,0,1,0,0,
Add import to jsonify example,0,Medior,https://github.com/pallets/flask/pull/700,0,0,0,1,0,0,
Fix typo,0,Medior,https://github.com/pallets/flask/pull/844,0,0,0,1,0,0,
Fix typo in docs for error_handler_spec,0,Medior,https://github.com/pallets/flask/pull/895,0,0,0,1,0,0,
mprove compression by removing whitespace from separators when using jsonify() and JSONIFY_PRETTYPRINT_REGULAR is False.,0,Experienced,https://github.com/pallets/flask/commit/d425279650b392faf679db3245b8ac7f8c84cf54,0,1,0,0,0,1,
Add trim_namespace argument for app.config.get_namespace (with tests),0,Medior,https://github.com/pallets/flask/pull/1213,0,1,0,0,1,0,
"Update api.rst, fixed spelling",0,Experienced,https://github.com/pallets/flask/pull/1335,0,0,0,1,0,0,
Remove the word `trivially` here,0,Experienced,https://github.com/pallets/flask/pull/1491,0,0,0,1,0,0,
Fix project name in CONTRIBUTING.rst,0,Experienced,https://github.com/pallets/flask/pull/1499,0,0,0,1,0,0,
Missing apostophe.,0,Novice,https://github.com/pallets/flask/pull/1565,0,0,0,1,0,0,
Updated documentation for Setuptools,1,Novice,https://github.com/pallets/flask/pull/1588,0,0,0,1,0,0,"Multiple PRs, took first one for data."
"Fixed mistake in CONTRIBUTING.rst file, regarding pip install.",0,Novice,https://github.com/pallets/flask/pull/1666,0,0,0,1,0,0,
"Replace ';' to ','",0,Experienced,https://github.com/pallets/flask/pull/1755,0,0,0,1,0,0,
Add subclassing pattern/example,0,Medior,https://github.com/pallets/flask/pull/1862,0,0,0,1,0,0,
Updating url in errorhandling.rst to a valid link,0,Medior,https://github.com/pallets/flask/pull/1892,0,0,0,1,0,0,
Use the Celery result backend setting from the example,0,Novice,https://github.com/pallets/flask/pull/1990,0,0,0,1,0,0,
Spelling,0,Experienced,https://github.com/pallets/flask/pull/1998,0,0,0,1,0,0,
[ImgBot] optimizes images,0,BOT,https://github.com/pallets/flask/pull/2470,0,0,0,0,0,1,
Added short note about Werkzeug redirect behaviour,0,Experienced,https://github.com/pallets/flask/pull/2729,0,0,0,1,0,0,
Fixed Debug default value in the docs,0,Experienced,https://github.com/pallets/flask/pull/2733,0,0,0,1,0,0,
AttributeError: 'module' object has no attribute 'SSLContext',0,Experienced,https://github.com/pallets/flask/pull/2789,1,0,0,0,0,0,
Update documentation for users to use flask-caching instead of Werkzeug cache,0,Novice,https://github.com/pallets/flask/pull/2993,0,0,0,1,0,0,
Fix typos found while completing the Flask tutorial,0,Experienced,https://github.com/pallets/flask/pull/3031,0,0,0,1,0,0,
Do not handle RoutingExceptions with app error handlers,0,Experienced,https://github.com/pallets/flask/pull/2986,1,0,0,0,0,1,
Update CONTRIBUTING.rst discord link + style info,0,Experienced,https://github.com/pallets/flask/pull/3137,0,0,0,1,0,0,
removed unused reference to url_join,0,Experienced,https://github.com/pallets/flask/pull/3166,0,0,0,0,0,1,
moving match_request to RequestContext.push to enable ModelConverter,0,Medior,https://github.com/pallets/flask/pull/3104,0,1,0,0,0,1,
Fixed issue where options.cache was always ignored in view.js. ,0,Experienced,https://github.com/expressjs/express/commit/aceb6ab666b3075825265868abc931a9180151e0,1,0,0,0,0,0,
JSON and JSONP default to UTF-8 in the same way as HTML. Introduces a… ,0,Experienced,https://github.com/expressjs/express/commit/8f054dbcaf6f659cb04518d10652a06f61066c89,0,1,0,0,0,1,
Incorrect reference to template in a comment,0,Novice,https://github.com/expressjs/express/pull/645,0,0,0,1,0,0,
Adding support back in for less CSS.,0,Experienced,https://github.com/expressjs/express/pull/1073,0,0,1,0,0,0,
add 'etag' option ,0,Experienced,https://github.com/expressjs/express/commit/6f6eec7d8d929112a37de61c6b78a50bd9f46a73,0,1,0,0,0,0,
minor typo issue,0,Medior,https://github.com/expressjs/express/pull/1513,0,0,0,1,0,0,
Use End-of-line Node constant,0,Medior,https://github.com/expressjs/express/pull/1540,0,0,0,0,0,1,
"add ""view"" constructor setting to override view behaviour",0,Experienced,https://github.com/expressjs/express/commit/0b4e2df4805d262785352fa3acf4ce8c791c5023,0,0,1,0,0,0,
"Remove dead link from readme's ""More Information"" ",0,Experienced,https://github.com/expressjs/express/pull/1630,0,0,0,1,0,0,
Update commander and mkdirp dependencies.,0,Experienced,https://github.com/expressjs/express/pull/1664,0,0,0,0,0,1,Organizational.
Fix typo in app.param comment,0,Medior,https://github.com/expressjs/express/pull/1685,0,0,0,1,0,0,
Improved variable names and updated comments for better clarity of example,0,Medior,https://github.com/expressjs/express/pull/1729,0,0,0,0,0,1,
2013-100-23 -> 2013-10-23,0,Experienced,https://github.com/expressjs/express/pull/1796,0,0,0,1,0,0,
Error message now describes where the view was not able to be found.,0,Experienced,https://github.com/expressjs/express/pull/1869,0,1,0,0,0,0,
