Issue,URL,Associated PR,Taken by New Developer? (0/1),Bug Fix (0/1),Enhancing an Existing Feature (0/1),New Feature (0/1),Documentation(0/1),Testing (0/1),Refactoring (0/1),Other Information
"Add build tag ""heroku"" a synonym for ""sqlite cert pam""",https://github.com/gogs/gogs/issues/5539,N.A,0,1,0,0,0,0,0,
mssql: Error 500 on /watchers & /stars,https://github.com/gogs/gogs/issues/5482,N.A,0,1,0,0,0,0,0,
In Admin panel the code block is out of the main block,https://github.com/gogs/gogs/issues/5453,N.A,0,1,1,0,0,0,0,
Issue with generating 'identicon' when using LDAP in Org page,https://github.com/gogs/gogs/issues/5429,https://github.com/unfoldingWord/dcs/commit/fe55ab2a6806b6a7c114378c0436bc59a31646d0,0,1,0,0,0,0,0,
Disabled logins still have read access with ssh key,https://github.com/gogs/gogs/issues/5408,N.A,0,1,0,0,0,0,0,
Long branch name not displayed properly,https://github.com/gogs/gogs/issues/5341,https://github.com/unfoldingWord/dcs/commit/d9b51a781cbdaeea53de9888831b33c680e43d46,0,1,0,0,0,0,1,
double click to submit pull request will make 2 same pr. ,https://github.com/gogs/gogs/issues/5252,https://github.com/gogs/gogs/pull/5254,1,1,0,0,0,0,1,
Repository description field in database should allow more than 256 chars length,https://github.com/gogs/gogs/issues/5190,https://github.com/gogs/gogs/pull/5219,0,0,1,0,0,0,1,
Attempt to fix UI responsiveness,https://github.com/gogs/gogs/issues/5179,https://github.com/gogs/gogs/pull/5182,0,1,1,0,0,0,0,
MISSING_MID (Message-Id) on outgoing emails,https://github.com/gogs/gogs/issues/5147,N.A,0,1,0,0,0,0,0,Marked as stale/not done.
"Disable ""New Repository"" button if forbidden ",https://github.com/gogs/gogs/issues/5111,https://github.com/unfoldingWord/dcs/commit/82e08a3364195b515a005180c2bdc08e78aac208,0,0,0,0,0,0,1,
"when using sudo su git -c'/home/git/gogs/gogs backup', miss data directory",https://github.com/gogs/gogs/issues/4991,N.A,1,1,0,0,0,0,1,In pipeline by non-newcomer.
Add config option to disallow user to rename their username,https://github.com/gogs/gogs/issues/4989,N.A,0,0,0,1,0,0,0,
Gogs does not wrap Repository and User Names properly,https://github.com/gogs/gogs/issues/4886,https://github.com/unfoldingWord/dcs/commit/617a2433a3dd2e32188574ac7b3765bec5082123,0,1,0,0,0,0,0,
Allow longer Websites,https://github.com/gogs/gogs/issues/4820,N.A,0,0,1,0,0,0,1,
README should not parse HTML ,https://github.com/gogs/gogs/issues/4593,N.A,0,1,0,0,1,0,0,
Cannot restore inside Docker container,https://github.com/gogs/gogs/issues/4339,N.A,0,1,0,0,0,0,0,
Inconsistent relative links in web editor preview,https://github.com/gogs/gogs/issues/3561,https://github.com/gogs/gogs/pull/3566,1,1,0,0,0,0,0,
Adding SSH key with newline yields invalid key format,https://github.com/gogs/gogs/issues/3480,https://github.com/gogs/gogs/pull/3565,0,1,0,0,0,0,0,
Hide email addresses everywhere,https://github.com/gogs/gogs/issues/3358,https://github.com/gogs/gogs/pull/3381,1,0,1,0,0,0,0,
Error 404 when trying to view a file that has been both modified and renamed,https://github.com/gogs/gogs/issues/3289,https://github.com/ethantkoenig/gogs/commit/22a7a7ec9b94aad6c689b7e61bee09c2e322fd57,1,0,0,0,1,0,0,
HTML align attribute is stripped in markdown,https://github.com/gogs/gogs/issues/3234,N.A,0,1,0,0,1,0,0,
Allow config to display full name of user in dashboard feeds,https://github.com/gogs/gogs/issues/2923,N.A,0,0,1,0,0,0,0,
Closing a secondary window destroys the object so it cannot be re-used,https://github.com/fyne-io/fyne/issues/522,N.A,0,1,0,0,0,0,0,Still ongoing.
widgets.Entry outside the main function,https://github.com/fyne-io/fyne/issues/490,https://github.com/fyne-io/fyne/commit/4b7a8fa775c272940e8af89363ca7d597dfa73af,0,1,0,0,0,0,0,
Entry (read only) state can support the right mouse button,https://github.com/fyne-io/fyne/issues/488,https://github.com/fyne-io/fyne/pull/532,0,0,1,0,0,0,0,
crash on develop branch when theme is set,https://github.com/fyne-io/fyne/issues/459,N.A,0,1,0,0,0,0,0,Fixed without codebase changes.
Password reveal/conceal support in PasswordEntry widget. ,https://github.com/fyne-io/fyne/issues/452,https://github.com/fyne-io/fyne/pull/521,0,0,1,0,0,0,0,
Support dynamically adding tab item,https://github.com/fyne-io/fyne/issues/444,https://github.com/fyne-io/fyne/pull/582,1,0,1,0,0,0,0,
Refocus Previous Window on window close,https://github.com/fyne-io/fyne/issues/226,N.A,0,0,1,0,0,0,0,Still ongoing.
panic on CenterOnScreen(),https://github.com/fyne-io/fyne/issues/219,https://github.com/fyne-io/fyne/pull/220,0,1,0,0,0,0,0,
Append to radio group,https://github.com/fyne-io/fyne/issues/208,N.A,0,0,1,0,0,0,0,Not done.
Cannot click away to remove focus from an Entry,https://github.com/fyne-io/fyne/issues/162,https://github.com/fyne-io/fyne/pull/171,1,0,0,1,0,0,0,
Add Hyperlink widget,https://github.com/fyne-io/fyne/issues/92,https://github.com/fyne-io/fyne/pull/101,0,0,0,1,0,0,0,
DNS preanalyze,https://github.com/thedaviddias/Front-End-Performance-Checklist/issues/68,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/87,1,0,0,0,1,0,0,
http2 server push could also improve performance,https://github.com/thedaviddias/Front-End-Performance-Checklist/issues/39,https://github.com/thedaviddias/Front-End-Performance-Checklist/pull/87,1,0,0,0,1,0,0,
Generating/printing report shows the footer URL,https://github.com/thedaviddias/Front-End-Checklist/issues/254,https://github.com/thedaviddias/Front-End-Checklist/pull/279,1,1,0,0,0,0,0,
Flutter web: url_launcher Plugin show blank page on dismiss,https://github.com/flutter/flutter/issues/51461,N.A,0,1,0,0,0,0,0,Being worked on.
Write a real Visual Studio solution file parser,https://github.com/flutter/flutter/issues/51430,N.A,0,0,0,1,0,0,0,Appears to be stale.
Attempting to screenshot a widget on the web throws stack trace,https://github.com/flutter/flutter/issues/49857,N.A,0,1,0,0,0,0,0,Being worked on.
url_launcher for web should support the mailto scheme,https://github.com/flutter/flutter/issues/49529,https://github.com/flutter/plugins/pull/2490,1,0,0,1,0,0,0,
Add doctor check to verify that the required hosts are reachable,https://github.com/flutter/flutter/issues/49403,N.A,0,0,1,0,0,0,0,Being worked on.
[web][edge] Input cursor is visible,https://github.com/flutter/flutter/issues/47694,N.A,0,1,0,0,0,0,0,
Clicks not registered with webkit2gtk on Linux,https://github.com/flutter/flutter/issues/46918,N.A,0,1,0,0,0,0,0,Dismissed due to lack of reproducability.
[plugins] Switch analysis rules,https://github.com/flutter/flutter/issues/45440,https://github.com/flutter/plugins/pull/2300,0,0,0,0,0,0,1,"Ongoing issue, took first PR for analysis."
[shared_preferences] Polish issues,https://github.com/flutter/flutter/issues/44403,https://github.com/flutter/plugins/pull/2296,0,0,0,0,1,0,0,
[path_provider] Polish issues,https://github.com/flutter/flutter/issues/44398,https://github.com/flutter/plugins/pull/2288,0,0,0,0,1,0,0,
[image_picker] Polish issues,https://github.com/flutter/flutter/issues/44393,https://github.com/flutter/plugins/pull/2261,0,0,0,0,1,1,0,
[connectivity] Polish,https://github.com/flutter/flutter/issues/44386,https://github.com/flutter/plugins/pull/2262,0,0,0,0,1,0,1,
Flutter create indents Kotlin code with 2 spaces,https://github.com/flutter/flutter/issues/42212,https://github.com/flutter/flutter/pull/43080,1,0,0,0,0,0,1,
uncommenting the assets part in the pubspec.yaml file leaves mismatching indentation,https://github.com/flutter/flutter/issues/41703,https://github.com/flutter/flutter/pull/45833,1,1,0,0,0,0,1,
Allow formatting from stdin with flutter format,https://github.com/flutter/flutter/issues/41011,N.A,0,0,1,0,0,0,0,
Flutter tool should release cache lock when killed by a signal.,https://github.com/flutter/flutter/issues/30478,https://github.com/flutter/flutter/pull/52194,0,0,0,1,0,0,1,
Verbose mode options to tooling should pass the --verbose-logging flag to the engine.,https://github.com/flutter/flutter/issues/16730,https://github.com/flutter/flutter/pull/16668,0,0,0,0,0,0,1,"Implemented before and reverted, took original implementation PR for data."
suspicious unexplained `except: raise`,https://github.com/pallets/flask/issues/3227,https://github.com/pallets/flask/pull/3239,1,0,0,0,1,0,0,
unused import: werkzeug.datastructures:Range,https://github.com/pallets/flask/issues/3226,https://github.com/pallets/flask/pull/3238,1,0,0,0,0,0,1,
Use @property as a decorator,https://github.com/pallets/flask/issues/3218,https://github.com/pallets/flask/pull/3221,1,0,0,0,0,0,1,"Multiple PRs, took first one for data."
Document Blueprint parameters,https://github.com/pallets/flask/issues/3216,https://github.com/pallets/flask/pull/3248,1,0,0,0,1,0,0,
yum install virtualenv instead of python-virtualenv on Fedora ,https://github.com/pallets/flask/issues/3035,https://github.com/pallets/flask/pull/3040,1,0,0,0,1,0,0,"Multiple PRs, took first one for data."
"Documentation ""Testing Flask Applications"" should show client teardown",https://github.com/pallets/flask/issues/2949,https://github.com/pallets/flask/pull/3240,1,0,0,0,1,1,0,
"Missing import statement in ""Uploading Files"" doc section",https://github.com/pallets/flask/issues/2523,https://github.com/pallets/flask/pull/2230,1,0,0,0,1,0,0,
JSONEncoder encodes aware datetime objects in non-UTC timezone incorrectly as being in GMT. ,https://github.com/pallets/flask/issues/2372,https://github.com/pallets/flask/pull/2374,1,1,0,0,0,0,0,
Organize the gevent tests into a single class,https://github.com/pallets/flask/issues/2313,https://github.com/pallets/flask/pull/2306,1,0,0,0,0,1,0,
DRY up the test suite using pytest fixtures,https://github.com/pallets/flask/issues/2287,https://github.com/pallets/flask/pull/2306,1,0,0,0,0,1,0,
Review HTTP security,https://github.com/pallets/flask/issues/2285,N.A,0,1,0,0,1,0,1,Not directly related to a PR/software.
Document how to set env vars for PowerShell,https://github.com/pallets/flask/issues/2281,https://github.com/pallets/flask/pull/2315,1,0,0,0,1,0,0,
Detect `create_app` when FLASK_APP doesn't specify app object,https://github.com/pallets/flask/issues/2265,https://github.com/pallets/flask/pull/2294,1,0,1,0,0,0,0,"Multiple PRs, took first one for data."
"Documentation: Term ""development mode"" is unclear",https://github.com/pallets/flask/issues/2261,https://github.com/pallets/flask/pull/2293,1,0,0,0,1,0,0,
Generating relative url with app context should not require SERVER_NAME,https://github.com/pallets/flask/issues/2255,N.A,0,0,0,0,0,0,1,Discussed and marked as not to be done.
Class-based View should set provide_automatic_options attr in as_view,https://github.com/pallets/flask/issues/2251,https://github.com/pallets/flask/pull/2316,1,0,0,1,0,0,0,
Take advantage of Py3.6 json support for bytes,https://github.com/pallets/flask/issues/2243,https://github.com/pallets/flask/pull/2262,1,0,0,1,0,0,0,
Disable OS-level autocorrect in the interactive debugger,https://github.com/pallets/flask/issues/1989,https://github.com/pallets/werkzeug/pull/994,1,0,0,0,0,0,1,
Remove easy_install from installation docs,https://github.com/pallets/flask/issues/1919,https://github.com/pallets/flask/pull/1920,1,0,0,0,1,0,0,"Multiple PRs, took first one for data."
Use pip in upgrade documentation instead of easy_install,https://github.com/pallets/flask/issues/1915,https://github.com/pallets/flask/pull/1918,1,0,0,0,1,0,0,
Wrong import json library,https://github.com/pallets/flask/issues/1911,https://github.com/pallets/itsdangerous/pull/63,1,1,0,0,0,0,0,
`flask --version` fails,https://github.com/pallets/flask/issues/1828,https://github.com/pallets/flask/pull/1848,0,0,1,0,0,0,0,
Unify versionadded markers (0.11 vs 1.0),https://github.com/pallets/flask/issues/1817,https://github.com/pallets/flask/pull/1671,0,0,0,1,0,0,0,
flaskr example seems to loose data on every launch,https://github.com/pallets/flask/issues/1790,N.A,0,1,0,0,0,0,0,Fixed without PR.
Please update mod_wsgi documentation to use httpd 2.4 syntax,https://github.com/pallets/flask/issues/1644,https://github.com/pallets/flask/pull/1648,1,0,0,0,1,0,0,
packaging docs outdated,https://github.com/pallets/flask/issues/1465,https://github.com/pallets/flask/pull/1584,1,0,0,0,1,0,0,"Multiple PRs, took first one for data."
small inaccuracy in get_json documentation,https://github.com/pallets/flask/issues/1442,https://github.com/pallets/flask/pull/843,1,0,0,0,1,0,0,
bad content-length default,https://github.com/pallets/flask/issues/1289,N.A,0,1,0,0,0,0,0,"Bug related to another project/component, not done."
sessions documentation (client side vs server side),https://github.com/pallets/flask/issues/434,https://github.com/pallets/flask/pull/1888,0,0,0,0,1,0,0,
Blueprint template lookup not documented enough,https://github.com/pallets/flask/issues/266,https://github.com/pallets/flask/pull/1843,1,0,0,0,1,0,0,
About `npm install express` in Readme.md,https://github.com/expressjs/express/issues/4049,https://github.com/expressjs/express/pull/4050,1,0,0,0,1,0,0,
res.set() throws unexpected error when content-type is an array,https://github.com/expressjs/express/issues/3303,https://github.com/expressjs/express/pull/3305,1,1,1,0,0,0,0,
Default HTML reply for 'Cannot Get /path' missing HTML closing tag,https://github.com/expressjs/express/issues/3252,https://github.com/expressjs/express/commit/8acaa9a3ea209be604e73477445c991e842ffe9e,0,1,0,0,0,0,0,
Rewrite queries on unmapped fields as MatchNoDocsQueryBuilder,https://github.com/elastic/elasticsearch/issues/49254,https://github.com/elastic/elasticsearch/pull/52486,0,0,0,0,0,0,1,
LLRC can throw an IllegalCapacityException when selecting nodes.,https://github.com/elastic/elasticsearch/issues/37739,https://github.com/elastic/elasticsearch/pull/37821,1,1,0,0,0,0,0,
Remove `index.optimize_auto_generated_id`,https://github.com/elastic/elasticsearch/issues/27583,https://github.com/elastic/elasticsearch/pull/27600,0,0,0,0,0,0,1,"Multiple PRs in issue, took first one for data."
Typo in date format,https://github.com/elastic/elasticsearch/issues/26500,https://github.com/elastic/elasticsearch/pull/26503,0,1,0,0,0,1,0,
docvalue_fields support wildcard?,https://github.com/elastic/elasticsearch/issues/26299,https://github.com/elastic/elasticsearch/pull/32980,1,0,1,0,0,0,0,
Behaviour of auto fuzziness should be configurable,https://github.com/elastic/elasticsearch/issues/25528,https://github.com/elastic/elasticsearch/pull/25731,0,0,0,1,0,0,0,"Multiple PRs in issue, took first one for data."
Add a softlimit to the number of open scroll contexts per node,https://github.com/elastic/elasticsearch/issues/25244,https://github.com/elastic/elasticsearch/pull/29252,1,0,1,0,0,0,0,"Multiple PRs in issue, took first one for data."
Deprecate the Tribe node,https://github.com/elastic/elasticsearch/issues/24581,https://github.com/elastic/elasticsearch/pull/24598,0,0,0,0,0,0,1,Organizational.
rollover `max_docs` uses doc count from both primary and replica/s,https://github.com/elastic/elasticsearch/issues/24217,https://github.com/elastic/elasticsearch/pull/24977,1,1,0,0,0,0,0,
Doc: Clarify count for index.mapping.total_fields.limit,https://github.com/elastic/elasticsearch/issues/24096,https://github.com/jaegertracing/jaeger/pull/980,0,0,0,0,0,0,1,"Multiple PRs in issue, took first one for data."
Deprecate `:` in cluster and index names,https://github.com/elastic/elasticsearch/issues/23892,https://github.com/elastic/elasticsearch/pull/23911,0,0,1,0,0,0,1,"Multiple PRs in issue, took first one for data."
elasticsearch-plugin remove without plugin name fails ungracefully,https://github.com/elastic/elasticsearch/issues/22922,https://github.com/elastic/elasticsearch/pull/22930,1,0,1,0,0,0,0,"Multiple PRs in issue, took first one for data."
Field stats API gte/lt reversed?,https://github.com/elastic/elasticsearch/issues/19232,https://github.com/elastic/elasticsearch/commit/ee86a9f6340db535dae611453513dab44e447a3d,0,0,0,0,1,0,0,
StatsAggegator has a missing character.,https://github.com/elastic/elasticsearch/issues/14730,https://github.com/elastic/elasticsearch/pull/15264,0,0,0,0,0,0,1,"Multiple PRs in issue, took first one for data."
Upgrading fields with only `search_analyzer` specified,https://github.com/elastic/elasticsearch/issues/14383,https://github.com/elastic/elasticsearch/pull/14677,0,0,1,0,0,0,1,
Max doc frequency percentage in More Like This query,https://github.com/elastic/elasticsearch/issues/14114,https://github.com/elastic/elasticsearch/pull/14546,1,0,0,1,0,0,0,
Cat health supports ts=0 option,https://github.com/elastic/elasticsearch/pull/13508,https://github.com/elastic/elasticsearch/pull/13508,0,0,1,0,0,0,0,"PR is issue, API issue."
Document transport.ping_schedule,https://github.com/elastic/elasticsearch/issues/13241,https://github.com/elastic/elasticsearch/commit/20921fcc3d21e99d258e97fbf6d31f8a7a88bdb5,0,0,0,0,1,0,0,
_cat should not default to verbose,https://github.com/elastic/elasticsearch/issues/13156,https://github.com/elastic/elasticsearch/pull/13180,0,1,0,0,0,0,1,
Match phrase prefix query seems to ignore boost value.,https://github.com/elastic/elasticsearch/issues/13129,https://github.com/elastic/elasticsearch/pull/13142,0,0,1,0,0,0,1,
[Docs] Embedded node client should disable HTTP,https://github.com/elastic/elasticsearch/issues/11952,https://github.com/elastic/elasticsearch/pull/12570,0,0,0,0,1,0,0,
Null pointer exception when adding BigDecimal field with value null,https://github.com/elastic/elasticsearch/issues/11699,https://github.com/elastic/elasticsearch/pull/11790,1,0,1,0,0,0,0,
NullPointerException when using bulk import,https://github.com/elastic/elasticsearch/issues/11671,N.A,0,1,0,0,0,0,0,Fixed without reference.
extended_bounds does not work on date histogram when index name is missing.,https://github.com/elastic/elasticsearch/issues/10549,N.A,0,1,0,0,0,0,0,Fixed without reference.
EsAbortPolicy should show thread pool name,https://github.com/elastic/elasticsearch/issues/9732,https://github.com/elastic/elasticsearch/pull/12535,0,0,1,0,0,0,0,
Indices stats: Add counter for failed indexing requests,https://github.com/elastic/elasticsearch/issues/8938,https://github.com/elastic/elasticsearch/pull/13130,0,0,0,0,0,1,0,
?' matching in index name wildcard patterns,https://github.com/elastic/elasticsearch/issues/8824,https://github.com/elastic/elasticsearch/pull/11646,1,0,1,0,0,0,0,
"date_histogram extendedBounds(DateTime,DateTime) failed when using format option",https://github.com/elastic/elasticsearch/issues/6405,N.A,0,1,0,0,0,0,0,Closed without further development.
Allow different co-ordinate systems for geometric objects.,https://github.com/elastic/elasticsearch/issues/3590,https://github.com/elastic/elasticsearch/pull/29305,0,0,0,0,1,0,0,
Support highlight encoders provided via plugins,https://github.com/elastic/elasticsearch/issues/3588,N.A,0,0,1,0,0,0,0,Closed without further development.
Document exceptions that should not be caught as part of normal flow control (i.e. most of them) ,https://github.com/dotnet/efcore/issues/20086,N.A,0,0,0,0,0,0,1,
Scaffolder removal of HasDefaultValueSql does not cope with DEFAULT(0),https://github.com/dotnet/efcore/issues/19720,https://github.com/dotnet/efcore/pull/19745,1,0,0,0,0,0,1,
Query: Translate byte array.IndexOf,https://github.com/dotnet/efcore/issues/19287,https://github.com/dotnet/efcore/pull/19189,1,1,0,0,0,0,1,
"more exception info for ""Include has been used on non entity queryable""",https://github.com/dotnet/efcore/issues/18471,N.A,0,0,1,0,0,0,0,
Compute Hash for MemberMemberBinding in ExpressionEqualityComparer,https://github.com/dotnet/efcore/issues/17959,https://github.com/dotnet/efcore/pull/19271,0,0,0,0,0,0,1,
Allow DefaultValueSql when using ForSqlServerUseSequenceHiLo,https://github.com/dotnet/efcore/issues/16814,https://github.com/dotnet/efcore/pull/19887,0,0,1,0,0,0,0,
dotnet-ef: Consider showing output that the project is building,https://github.com/dotnet/efcore/issues/15787,https://github.com/dotnet/efcore/pull/17348,0,1,0,0,0,0,0,
"Microsoft.Data.Sqlite: Make GetBytes, GetChars, and GetTextReader more efficient",https://github.com/dotnet/efcore/issues/13987,https://github.com/dotnet/efcore/pull/18438,1,0,0,0,0,0,1,
Unstable sort for Correlated_collection_with_top_level_FirstOrDefault test,https://github.com/dotnet/efcore/issues/15164,https://github.com/dotnet/efcore/pull/18193,0,1,0,0,0,1,0,
Microsoft.Data.Sqlite: Enable overflow checking (except for ulong),https://github.com/dotnet/efcore/issues/14682,https://github.com/dotnet/efcore/pull/14958,0,0,0,0,0,0,1,
{SQLCE] Specification tests fail due to SQLCE limitations,https://github.com/dotnet/efcore/issues/12904,https://github.com/dotnet/efcore/pull/12936,0,0,0,0,0,1,0,
Add partial methods to the scaffolded DbContext code,https://github.com/dotnet/efcore/issues/12245,https://github.com/dotnet/efcore/pull/15654,0,0,1,0,0,0,0,
Expression DateTime.CompareTo drops entire Where,https://github.com/dotnet/efcore/issues/12115,https://github.com/dotnet/efcore/pull/14237,0,0,1,0,0,0,0,
Invalid SQL generated with nested .Sum() and operator,https://github.com/dotnet/efcore/issues/11922,https://github.com/dotnet/efcore/pull/13556,0,0,1,0,0,0,1,
Allow specifying online option on SQL Server indexes,https://github.com/dotnet/efcore/issues/11499,https://github.com/dotnet/efcore/pull/13698,0,0,1,0,0,1,0,
Query: rewrite predicate with constanList.Any(e =>e == someProperty) to Contains,https://github.com/dotnet/efcore/issues/11389,https://github.com/dotnet/efcore/pull/11465,0,0,1,0,0,0,0,
SqlServerMigrationsSqlGenerator missing dependency object,https://github.com/dotnet/efcore/issues/10233,https://github.com/dotnet/efcore/pull/16706,0,0,0,0,0,0,1,"Duplicate issue, took PR off referenced duplicate."
Improve Tools packages descriptions,https://github.com/dotnet/efcore/issues/9439,https://github.com/dotnet/efcore/pull/9777,0,0,0,0,1,0,0,
Consider having sugar methods to make it easier to apply migrations programatically,https://github.com/dotnet/efcore/issues/9339,https://github.com/dotnet/efcore/pull/10517,0,0,0,0,0,1,1,
DbFunctions: Schema not specified when calling DbFunction in projection,https://github.com/dotnet/efcore/issues/9214,https://github.com/dotnet/efcore/pull/10423,0,0,1,0,0,0,0,"Duplicate issue, took PR off referenced duplicate."
DbFunctions: Consider allowing instance methods,https://github.com/dotnet/efcore/issues/9213,https://github.com/dotnet/efcore/pull/9755,0,0,1,0,0,0,0,
Query: ParameterExtraction creates a parameter for every instance even though same variable is referenced,https://github.com/dotnet/efcore/issues/7797,https://github.com/dotnet/efcore/pull/11788,0,1,0,0,0,0,1,
Support creating non-durable SQL Server memory-optimized tables,https://github.com/dotnet/efcore/issues/6671,N.A,0,0,0,1,0,0,0,Closed due to lack of interest.
Microsoft.EntityFrameworkCore.Tools does not support Shared Projects,https://github.com/dotnet/efcore/issues/5248,N.A,0,0,1,0,0,0,0,"Closed, won't be done/fixed."
ContainsTranslater support for more than strings,https://github.com/dotnet/efcore/issues/3078,https://github.com/dotnet/efcore/pull/9149,0,0,0,0,1,0,0,
Equivalent to ObjectContext.CreateDatabaseScript,https://github.com/dotnet/efcore/issues/2943,https://github.com/dotnet/efcore/pull/10136,0,1,1,0,0,1,1,
Support Enum.HasFlag in LINQ,https://github.com/dotnet/efcore/issues/2852,https://github.com/dotnet/efcore/pull/6431,0,0,0,1,0,0,0,
Replace FunctionEvaluationDisablingVisitor and FunctionEvaluationEnablingVisitor with EvaluatableExpressionFilter,https://github.com/dotnet/efcore/issues/2667,https://github.com/npgsql/efcore.pg/pull/315,0,0,0,1,0,0,0,
Migrations: CHECK Discriminator Values,https://github.com/dotnet/efcore/issues/2594,N.A,0,0,1,0,0,0,0,
Add tests for ModelBuilder that use half-configured relationships,https://github.com/dotnet/efcore/issues/2412,N.A,0,0,0,0,0,1,0,
DeepSpeed using DistributedSampler with model parallelism,https://github.com/microsoft/DeepSpeed/issues/99,N.A,0,1,0,0,0,0,0,Appears to be ready for taking.
Detect if init distributed is needed,https://github.com/microsoft/DeepSpeed/issues/85,https://github.com/microsoft/DeepSpeed/pull/108,0,0,1,0,0,0,0,"Multiple PRs, took first one for data."
Fix cifar tutorial links,https://github.com/microsoft/DeepSpeed/issues/68,https://github.com/microsoft/DeepSpeed/pull/69,0,0,0,0,1,0,0,
docker build构建image报错,https://github.com/crawlab-team/crawlab/issues/563,N.A,0,1,0,0,0,0,0,"Title: 'docker image error,' deprecated because eventual image success."
docker安装的任务执行有问题,https://github.com/crawlab-team/crawlab/issues/561,N.A,0,1,0,0,0,0,0,Title: 'problem with docker installation.' Still ongoing.
引入 save_item() 出错,https://github.com/crawlab-team/crawlab/issues/482,N.A,0,1,0,0,0,0,0,Title: 'error due to sdave_item()'
定时任务设置停止状态,https://github.com/crawlab-team/crawlab/issues/467,N.A,0,0,1,0,0,0,0,"Title: 'scheduled task stop status', not done due to ability to disable image itself."
【bug】关于docker-compose部署,https://github.com/crawlab-team/crawlab/issues/466,N.A,0,1,0,0,0,0,0,"Title'[bug] about docker-compose deployment', not done as error related to MongoDB and not Crawlab."
"上传了个node的爬虫 ,然后node no find",https://github.com/crawlab-team/crawlab/issues/396,N.A,0,1,0,0,0,0,0,"Title:'uploaded a node crawler, and then the node could not be found.', not done since error not related to Crawlab."
"附属到已有项目的 docker-compose 中, 登录失败",https://github.com/crawlab-team/crawlab/issues/393,N.A,0,1,0,0,0,0,0,"Title:'attached a docker-compose of an existing project, login failed.' Not done since not related to Crawlab."
redis和mongodb启动正常，crawlab无法启动,https://github.com/crawlab-team/crawlab/issues/386,N.A,0,1,0,0,0,0,0,Title:'Redis and MongoDB start normally but Crawlab fails to start.' Not done since not caused by Crawlab.
【优化建议】区分结果数据库和配置数据库,https://github.com/crawlab-team/crawlab/issues/338,N.A,0,0,0,0,0,0,1,"Title:'[optimization] Differentia result database and configuration database' Not done since related to MongoDB, not Crawlab."
优化建议 docker镜像,https://github.com/crawlab-team/crawlab/issues/317,N.A,0,0,0,0,0,0,1,Title:'optimization reccomendations for docker image.' Not done since disagreement existed on idea.
演示demo 挂掉了,https://github.com/crawlab-team/crawlab/issues/312,N.A,0,1,0,0,0,0,0,Title:'demo hangs.' Fixed without PR.
登陆时出错，请坚持用户名和密码,https://github.com/crawlab-team/crawlab/issues/310,N.A,0,1,0,0,0,0,0,"Title:'error during login, insists on username/password.' Fixed outside of a PR."
使用另外一个容器的docker 中的redis服务时，worker服务起不来，查看容器日志,https://github.com/crawlab-team/crawlab/issues/293,N.A,0,1,0,0,0,0,0,Title: when using Redit service in docker in another container the worker cannot start.' Could already be fixed with a config file change.
如图，启动失败,https://github.com/crawlab-team/crawlab/issues/287,N.A,0,1,0,0,0,0,0,"Title:' startup failed, as shown.' User error, not related to Crawlab."
Spider source not updated,https://github.com/crawlab-team/crawlab/issues/285,N.A,0,1,0,0,0,0,0,"Issue related to latency, not Crawlab."
可以单独在另一台服务器开节点么？,https://github.com/crawlab-team/crawlab/issues/274,N.A,0,0,0,0,1,0,0,Title:'Can I open a node on another server?' Not done since unrelated to software component of project. Organizational.
使用docker-compose 运行如何配置 Crawlab还是不需要配置,https://github.com/crawlab-team/crawlab/issues/271,N.A,0,0,0,0,1,0,0,"Title:'how to configure Crawlab with docker-compose'. Related to a user question, not software."
日志的留存,https://github.com/crawlab-team/crawlab/issues/266,N.A,0,0,1,0,0,0,0,"Title:'retention of logs.' Related to user config, no action taken."
爬虫里面的环境变量主要是设置什么的？,https://github.com/crawlab-team/crawlab/issues/264,N.A,0,0,0,0,1,0,0,Title:'where are the environment variable set in Crawlab?' Not related to software.
时区好像有点不正确~,https://github.com/crawlab-team/crawlab/issues/262,N.A,0,1,0,0,0,0,0,"Title:'time zones are incorrect.' MongoDB error, no action taken."
default username & password is not working,https://github.com/crawlab-team/crawlab/issues/255,N.A,0,1,0,0,0,0,0,"Unrelated to Crawlab, user issue."
在管理页面修改爬虫文件时似乎没有同步到mongo,https://github.com/crawlab-team/crawlab/issues/252,N.A,0,1,0,0,0,0,0,Title:'no sync to Mongo when modifying crawler files in admin page.'
port 8080 is already in use,https://github.com/crawlab-team/crawlab/issues/251,N.A,0,1,0,0,0,0,0,Not related to Crawlab but to Docker.
修改docker-compose.yml连接本地的mongo和redis，在访问主页时报错,https://github.com/crawlab-team/crawlab/issues/225,N.A,0,0,0,1,0,0,0,"Title:'modify docker-compose.yml to connect to local mong and redis, and report an error when accessing the homepage.' User issue."
初始账号密码无法登录,https://github.com/crawlab-team/crawlab/issues/211,N.A,0,1,0,0,0,0,0,"Title:'unable to log in with initial account password.' User error, not handled."
爬虫项目的环境依赖问题,https://github.com/crawlab-team/crawlab/issues/161,N.A,0,1,0,0,0,0,0,Title:'environmental dependency issues of crawler projects.' User related.
which folder to place the yml config file when I deploy crawlab using docker-compose up?,https://github.com/crawlab-team/crawlab/issues/159,N.A,0,0,0,0,1,0,0,"User question, not related to software."
